s1,s2,alpha,source_radius,LD_coeff,1.0e-08,1.2e-08,1.5e-08,1.7e-08,2.1e-08,2.5e-08,3.1e-08,3.7e-08,4.4e-08,5.3e-08,6.4e-08,7.7e-08,9.3e-08,1.1e-07,1.4e-07,1.6e-07,2.0e-07,2.4e-07,2.8e-07,3.4e-07,4.1e-07,5.0e-07,6.0e-07,7.2e-07,8.7e-07,1.0e-06,1.3e-06,1.5e-06,1.8e-06,2.2e-06,2.7e-06,3.2e-06,3.9e-06,4.6e-06,5.6e-06,6.7e-06,8.1e-06,9.8e-06,1.2e-05,1.4e-05,1.7e-05,2.1e-05,2.5e-05,3.0e-05,3.6e-05,4.3e-05,5.2e-05,6.3e-05,7.6e-05,9.1e-05,1.1e-04,1.3e-04,1.6e-04,1.9e-04,2.3e-04,2.8e-04,3.4e-04,4.0e-04,4.9e-04,5.9e-04,7.1e-04,8.5e-04,1.0e-03,1.2e-03,1.5e-03,1.8e-03,2.2e-03,2.6e-03,3.1e-03,3.8e-03,4.5e-03,5.5e-03,6.6e-03,7.9e-03,9.5e-03,1.1e-02,1.4e-02,1.7e-02,2.0e-02,2.4e-02,2.9e-02,3.5e-02,4.2e-02,5.1e-02,6.1e-02,7.4e-02,8.9e-02,1.1e-01,1.3e-01,1.6e-01,1.9e-01,2.3e-01,2.7e-01,3.3e-01,3.9e-01,4.8e-01,5.7e-01,6.9e-01,8.3e-01,1.0e+00
0.2,0.2,0.0,0.015,0.5,0.99999208,0.9999912,0.99998912,0.99998688,0.99998384,0.99998016,0.99997608,0.9999716,0.9999656,0.999958,0.99994936,0.99994008,0.999928,0.9999128,0.99989648,0.99987384,0.99984776,0.99981552,0.99977864,0.99973392,0.99968048,0.99961384,0.99953528,0.99943904,0.9993236,0.9991852,0.9990196,0.99882192,0.99858104,0.9982884,0.9979368,0.99750628,0.99698832,0.9963706,0.99561684,0.99472648,0.9936542,0.99236416,0.99080324,0.98890868,0.98664212,0.98391396,0.9806112,0.9766416,0.97184352,0.96604656,0.95903916,0.95054636,0.9402334,0.92765188,0.9122144,0.893079,0.86899096,0.83780036,0.79508224,0.725069,0.63118208,0.55050392,0.47181036,0.391864,0.29875564,0.20520188,0.1423502,0.09871968,0.06826384,0.04686668,0.03174016,0.02099144,0.01337076,0.00804192,0.00445024,0.002182,0.00089728,0.00028432,5.992e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.2,45.0,0.015,0.5,0.999984,0.9999808,0.99997628,0.99997064,0.99996484,0.99995652,0.99994876,0.999938,0.999925,0.99990976,0.99989116,0.999869,0.99984276,0.99980872,0.99977036,0.99972372,0.9996674,0.99959892,0.99951636,0.9994178,0.99929972,0.99915612,0.99898276,0.99877616,0.99852568,0.99822344,0.9978592,0.99742232,0.99689184,0.99625696,0.99549432,0.99457456,0.99346896,0.99212864,0.99051708,0.98857556,0.98622468,0.98340556,0.97999052,0.97586284,0.97085616,0.9647068,0.95703372,0.94715284,0.93487872,0.92186808,0.90768388,0.89175356,0.87391916,0.85408752,0.83216504,0.80806508,0.78168612,0.75288772,0.72144912,0.68700912,0.6488832,0.60568872,0.55232024,0.43770712,0.29632636,0.20533188,0.14244412,0.09878508,0.06831376,0.04690608,0.0317652,0.02100944,0.01338228,0.0080484,0.00445276,0.00218084,0.00089532,0.0002912,6.692e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.2,90.0,0.015,0.5,0.99999236,0.99999096,0.99998864,0.99998628,0.99998364,0.99998016,0.99997544,0.99997128,0.99996564,0.99995856,0.99995004,0.99993956,0.99992716,0.99991068,0.99989216,0.9998704,0.99984388,0.999813,0.99977408,0.99972828,0.999672,0.99960496,0.99952352,0.99942648,0.999309,0.99916348,0.99899612,0.99879256,0.99855008,0.99825552,0.99790188,0.99747564,0.99696188,0.99634396,0.99560012,0.99470308,0.9936124,0.99230096,0.9907254,0.98883672,0.98654296,0.98378988,0.98047024,0.9764584,0.97161876,0.96579324,0.95874104,0.95019744,0.93981652,0.92716152,0.91163796,0.89241512,0.86820852,0.83688832,0.79401464,0.72380828,0.63041396,0.54998592,0.47152772,0.39183716,0.29909292,0.20565052,0.14266812,0.09894228,0.068426,0.0469844,0.03182068,0.02104976,0.01341,0.00806884,0.00446592,0.0021902,0.0009016,0.00028692,6.152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.2,135.0,0.015,0.5,0.9999846,0.9999812,0.9999766,0.99997088,0.99996472,0.99995692,0.99994884,0.99993832,0.99992576,0.9999114,0.99989184,0.999869,0.9998428,0.99981112,0.99977216,0.99972612,0.99966924,0.9996028,0.99951988,0.9994208,0.9993016,0.99915928,0.99898596,0.99877912,0.99852952,0.99823068,0.99786884,0.99743348,0.99690956,0.99627784,0.99551784,0.99460172,0.99349916,0.99216828,0.99056056,0.98862116,0.98629348,0.98347828,0.98008276,0.9759722,0.97099088,0.96488164,0.9572596,0.94747776,0.93518068,0.9221154,0.90791668,0.89197856,0.8741406,0.85429596,0.83236844,0.80825984,0.78187476,0.7530736,0.72164396,0.68721196,0.64911476,0.60595984,0.55283552,0.43886488,0.29721664,0.20594404,0.14286836,0.0990808,0.0685204,0.04705164,0.03186828,0.02108208,0.0134328,0.00808416,0.00447564,0.00219376,0.0009028,0.000294,6.908e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.2,180.0,0.015,0.5,0.9999932,0.99999148,0.999989,0.99998688,0.99998432,0.99998,0.99997648,0.9999716,0.99996568,0.9999584,0.9999504,0.99993968,0.9999272,0.999912,0.99989368,0.99987256,0.99984656,0.99981576,0.99977616,0.99973024,0.99967612,0.99961036,0.99953036,0.9994332,0.99931964,0.99917984,0.99901084,0.99880888,0.9985652,0.99826832,0.99791116,0.99748812,0.99697796,0.99636628,0.99562412,0.9947268,0.9936522,0.99235668,0.99077408,0.98889696,0.98662504,0.98388076,0.98057964,0.97659624,0.97178552,0.9659864,0.95896808,0.95046808,0.94014272,0.92754352,0.91210144,0.89294604,0.86884492,0.83764788,0.7949604,0.7252152,0.63143224,0.55086088,0.47228836,0.39253016,0.29980772,0.2060816,0.14296328,0.09914648,0.06856464,0.04708188,0.03189016,0.02109796,0.01344356,0.00809492,0.00448324,0.00220152,0.00090744,0.0002896,6.136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.6,0.0,0.015,0.5,0.99999068,0.999989,0.99998728,0.99998452,0.99998068,0.99997636,0.99997192,0.99996688,0.99996072,0.99995212,0.9999418,0.9999308,0.9999164,0.99989972,0.99987816,0.99985392,0.99982364,0.99978896,0.99974516,0.99969396,0.99963216,0.9995564,0.9994646,0.99935784,0.99922664,0.99907096,0.99888424,0.99865456,0.99838008,0.99804512,0.99764332,0.99716248,0.99658232,0.99588112,0.99504196,0.99402968,0.99280168,0.99132936,0.9895564,0.98742272,0.98483768,0.98172952,0.97796872,0.97342472,0.96792104,0.96121544,0.95304968,0.94299836,0.93035792,0.9135184,0.8916824,0.86641084,0.8344764,0.78608928,0.74061648,0.69748376,0.65427464,0.6091188,0.55808776,0.4851232,0.37385544,0.32045336,0.2885352,0.26649,0.2504038,0.23719872,0.22286288,0.20720948,0.18997336,0.17061916,0.14793084,0.11822272,0.0908614,0.06004984,0.03734624,0.02121544,0.00961848,0.00284568,0.00082192,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.6,45.0,0.015,0.5,0.99998976,0.99998764,0.99998488,0.999982,0.99997872,0.99997388,0.99996804,0.99996172,0.99995408,0.99994428,0.99993356,0.9999204,0.99990396,0.99988392,0.99986092,0.99983208,0.99979768,0.99975652,0.99970736,0.99964928,0.99957476,0.99949024,0.9993852,0.99925872,0.99910708,0.99892464,0.99870316,0.9984404,0.99812008,0.9977376,0.99727624,0.99671904,0.99604744,0.99524164,0.99426888,0.9930958,0.9916854,0.98998472,0.98793364,0.98546608,0.98248668,0.97889144,0.97456196,0.9693384,0.96302044,0.95538392,0.9461146,0.93485328,0.92107388,0.90409948,0.88208072,0.85444524,0.82537812,0.79225068,0.75270624,0.70225272,0.65694756,0.61290568,0.56876664,0.5221134,0.46209548,0.4080454,0.37634864,0.35440388,0.33803204,0.32361804,0.30694056,0.287228,0.26269004,0.21770232,0.17993704,0.14352112,0.0935578,0.06019672,0.03743928,0.0212742,0.00965036,0.00284496,0.0008224,0.00019336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.6,90.0,0.015,0.5,0.9999906,0.99998872,0.99998692,0.9999846,0.99998136,0.99997756,0.99997384,0.9999688,0.99996188,0.9999546,0.99994528,0.99993236,0.9999184,0.99990168,0.99988144,0.99985748,0.99982804,0.99979348,0.99974952,0.99969888,0.99963608,0.99956052,0.99947248,0.99936304,0.99923148,0.99907348,0.99888504,0.9986574,0.99838252,0.99805448,0.99765384,0.99717288,0.99659656,0.9959012,0.99505788,0.99405488,0.99283448,0.9913606,0.98959132,0.9874546,0.98487588,0.98177372,0.97801832,0.97348112,0.96797868,0.96130444,0.95315828,0.94311672,0.93052168,0.91371584,0.89202592,0.8669044,0.83524124,0.78722256,0.7411322,0.69776076,0.6544418,0.6093478,0.5586896,0.48820372,0.37584612,0.3214296,0.28869196,0.26640008,0.2502352,0.23705468,0.22273904,0.2071148,0.18989728,0.1705746,0.14790264,0.11822924,0.0910296,0.06035652,0.03754228,0.02133964,0.00969028,0.00285272,0.00082116,0.00019088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.6,135.0,0.015,0.5,0.99999,0.99998796,0.99998452,0.99998148,0.99997792,0.99997424,0.9999686,0.99996208,0.999954,0.99994412,0.99993444,0.99992132,0.99990644,0.99988612,0.99986188,0.99983476,0.999802,0.99976096,0.99971044,0.99965148,0.99957924,0.99949464,0.99939232,0.9992666,0.9991158,0.99893508,0.99871496,0.99845116,0.9981374,0.9977542,0.99729492,0.99674132,0.99607384,0.99527036,0.99430096,0.99313532,0.991731,0.9900368,0.98799588,0.98553576,0.98257496,0.9790034,0.97469456,0.96949284,0.9632118,0.95560692,0.94638656,0.93518296,0.92148568,0.90460836,0.88277352,0.85517368,0.82617332,0.79317588,0.753919,0.7034678,0.65800276,0.61385484,0.56965428,0.52297796,0.46318216,0.408543,0.37654564,0.35451192,0.33794528,0.32355976,0.30691444,0.28724988,0.2627862,0.21796244,0.18017012,0.14379788,0.09387504,0.06039468,0.03756852,0.02135772,0.00969952,0.00285916,0.00082568,0.00019376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
