s,q,pixels,ang_width,num_r,num_theta,y_plus,y_minus
1/0.8,3e-06,4606,0.0027288888888888896,1726568,431642,1.0010120659946142,0.9989859603704274
1/0.8,1e-05,4606,0.009096296296296299,1726308,431577,1.0033775447488984,0.9966238593175563
1/0.8,3e-05,4606,0.0272888888888889,1725552,431388,1.0101668460656128,0.9899057892467262
1/0.8,0.0001,4606,0.09096296296296298,1722680,430670,1.034288509199123,0.9667516315997877
1/0.8,0.0003,4606,0.27288888888888896,1711428,427857,1.1062754772833718,0.9036640114378862
1/0.8,0.001,4606,0.9096296296296298,1637320,409330,1.3931513450645887,0.7173197587148009
1/0.7,1e-06,4613,0.0003476047673971549,1729764,432441,1.0001285513737077,0.9998704652813719
1/0.7,3e-06,4613,0.0010428143021914648,1729748,432437,1.0003857040840136,0.9996114458091558
1/0.7,1e-05,4613,0.00347604767397155,1729684,432421,1.0012862632011243,0.9987054022852969
1/0.7,3e-05,4613,0.010428143021914646,1729500,432375,1.003863786120364,0.9961212033569589
1/0.7,0.0001,4613,0.034760476739715496,1728784,432196,1.0129375797449995,0.9871289695562347
1/0.7,0.0003,4613,0.10428143021914646,1726160,431540,1.039312229137259,0.9618863693586077
1/0.7,0.001,4613,0.3476047673971549,1709868,427467,1.1368412861675967,0.8787536675894541
1/0.6,1e-06,4627,0.00016265624999999996,1735852,433963,1.0000598861121923,0.999939117535244
1/0.6,3e-06,4627,0.0004879687499999999,1735844,433961,1.000179669281993,0.9998173635463977
1/0.6,1e-05,4627,0.0016265625,1735824,433956,1.0005990252724877,0.999391339486899
1/0.6,3e-05,4627,0.0048796874999999995,1735764,433941,1.0017981701091025,0.9981751127566801
1/0.6,0.0001,4627,0.016265625,1735532,433883,1.0060066675603878,0.9939298096974465
1/0.6,0.0003,4627,0.04879687499999999,1734720,433680,1.0181294400142733,0.9818988642183526
1/0.6,0.001,4627,0.16265624999999997,1730108,432527,1.061707391581571,0.9409386994413899
1/0.5,1e-06,4651,8.266666666666667e-05,1746256,436564,1.0000301900366955,0.999968810903248
1/0.5,3e-06,4651,0.000248,1746252,436563,1.0000905729394218,0.9999064355451647
