s,q,source_radius,LD_coeff,1.0e-08,1.2e-08,1.5e-08,1.7e-08,2.1e-08,2.5e-08,3.1e-08,3.7e-08,4.4e-08,5.3e-08,6.4e-08,7.7e-08,9.3e-08,1.1e-07,1.4e-07,1.6e-07,2.0e-07,2.4e-07,2.8e-07,3.4e-07,4.1e-07,5.0e-07,6.0e-07,7.2e-07,8.7e-07,1.0e-06,1.3e-06,1.5e-06,1.8e-06,2.2e-06,2.7e-06,3.2e-06,3.9e-06,4.6e-06,5.6e-06,6.7e-06,8.1e-06,9.8e-06,1.2e-05,1.4e-05,1.7e-05,2.1e-05,2.5e-05,3.0e-05,3.6e-05,4.3e-05,5.2e-05,6.3e-05,7.6e-05,9.1e-05,1.1e-04,1.3e-04,1.6e-04,1.9e-04,2.3e-04,2.8e-04,3.4e-04,4.0e-04,4.9e-04,5.9e-04,7.1e-04,8.5e-04,1.0e-03,1.2e-03,1.5e-03,1.8e-03,2.2e-03,2.6e-03,3.1e-03,3.8e-03,4.5e-03,5.5e-03,6.6e-03,7.9e-03,9.5e-03,1.1e-02,1.4e-02,1.7e-02,2.0e-02,2.4e-02,2.9e-02,3.5e-02,4.2e-02,5.1e-02,6.1e-02,7.4e-02,8.9e-02,1.1e-01,1.3e-01,1.6e-01,1.9e-01,2.3e-01,2.7e-01,3.3e-01,3.9e-01,4.8e-01,5.7e-01,6.9e-01,8.3e-01,1.0e+00
0.2,1e-06,0.05,0.5,0.95619196,0.94721204,0.93638316,0.92343928,0.90783988,0.88893916,0.86635992,0.83921096,0.805882,0.76544096,0.71543632,0.65340024,0.57019764,0.45229284,0.3680314,0.30184504,0.22328716,0.10721444,0.0708152,0.04837428,0.01893784,4.024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,1e-06,0.05,0.5,0.98701824,0.98438156,0.98119684,0.97733448,0.9727064,0.9671288,0.96043424,0.952323,0.94257084,0.93090016,0.91677896,0.89980292,0.8793688,0.85466276,0.82474776,0.78853724,0.74555084,0.69350816,0.6279622,0.54009328,0.41683252,0.3254696,0.24514848,0.13724804,0.08531712,0.05007744,0.02400908,0.0001208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,1e-06,0.05,0.5,0.99456024,0.99345652,0.99211736,0.99049212,0.98853684,0.98619548,0.98340048,0.98000852,0.97594696,0.97101032,0.96506584,0.95793096,0.94936456,0.938986,0.926599,0.91166616,0.89365996,0.87189824,0.84568484,0.814757,0.77786652,0.73369764,0.68013496,0.61277512,0.5186038,0.38008144,0.29205072,0.17988628,0.11546816,0.05971488,0.0332228,0.00100852,8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1e-06,0.05,0.5,0.99722876,0.99666524,0.99598304,0.99515764,0.99416768,0.99297112,0.9915348,0.98980576,0.98771916,0.98521548,0.9821902,0.97855844,0.9741768,0.96889668,0.9625458,0.95489928,0.94569756,0.93462492,0.92130124,0.90526556,0.88590192,0.86294236,0.83568428,0.80331456,0.76485688,0.71895048,0.663267,0.5922722,0.48236296,0.34278404,0.24968684,0.13180576,0.08884776,0.04036564,0.01574716,5.176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,1e-06,0.05,0.5,0.99839088,0.99805672,0.9976678,0.99718452,0.99660244,0.99591072,0.99508372,0.99406828,0.99285608,0.9913982,0.98964048,0.98752212,0.9849688,0.9818956,0.97820772,0.97375232,0.96838332,0.96194228,0.95417852,0.9448436,0.93363392,0.92016292,0.9039404,0.884662,0.86177616,0.8346342,0.802544,0.7646582,0.71978304,0.66588252,0.59818624,0.48341424,0.34126104,0.24874912,0.12025468,0.07665444,0.03265104,0.00982044,1.144e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,1e-06,0.05,0.5,0.99897004,0.99875752,0.998501,0.99819784,0.99782316,0.99737764,0.996845,0.99619944,0.99541656,0.99448308,0.99335564,0.9919886,0.99035864,0.98838624,0.98601788,0.98315592,0.97972168,0.97557504,0.97059976,0.96459824,0.95738164,0.94871484,0.93831124,0.92582572,0.91085268,0.89304164,0.87187564,0.84683828,0.81735564,0.78273684,0.74212672,0.69421124,0.63625444,0.56035852,0.41180692,0.29899272,0.17048084,0.08859336,0.04375316,0.01520144,0.00062136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,1e-06,0.05,0.5,0.9992838,0.999134,0.99896468,0.99874792,0.99848924,0.9981726,0.99779868,0.99734896,0.99680732,0.99616124,0.99537168,0.994427,0.9932852,0.99191588,0.9902698,0.98827068,0.98588252,0.982994,0.97951364,0.97534144,0.97031452,0.9642462,0.95697316,0.94822976,0.93775528,0.92519964,0.91018372,0.89231612,0.8711236,0.84612168,0.8167636,0.78243788,0.74238736,0.69532088,0.63868416,0.56415308,0.45472192,0.31600548,0.2088958,0.11443148,0.04054216,0.01221848,0.0003952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1e-06,0.05,0.5,0.99946204,0.99935284,0.99921868,0.99905728,0.9988624,0.99863012,0.9983474,0.9980148,0.99760972,0.99712328,0.99652032,0.99581296,0.99496192,0.99393148,0.99268416,0.9911972,0.98939368,0.98722648,0.98462324,0.9814704,0.97768764,0.97313076,0.96765128,0.96106576,0.95314696,0.94365016,0.93225704,0.91863172,0.90238516,0.88306076,0.86019056,0.83325976,0.80169508,0.76479012,0.72152748,0.6701154,0.60595164,0.51965096,0.42429412,0.32469816,0.21794912,0.12254888,0.05996392,0.02137048,0.00032328,3.312e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1e-06,0.05,0.5,0.99999992,0.99999992,0.99999992,0.99999992,0.99999992,0.99999992,0.99999984,0.9999998,0.99999976,0.99999972,0.99999952,0.99999932,0.9999992,0.99999912,0.9999988,0.99999864,0.9999986,0.999998,0.99999744,0.99999712,0.99999616,0.99999576,0.99999472,0.99999368,0.9999924,0.99999064,0.99998896,0.9999864,0.99998344,0.99998048,0.99997656,0.99997248,0.99996488,0.99995184,0.99993944,0.99992432,0.99990716,0.99987828,0.99984792,0.99981152,0.99975944,0.99967932,0.99956096,0.9993452,0.99888964,0.99760172,0.99239764,0.97884908,0.92978568,0.60425548,0.29585868,0.03906928,0.00161116,0.00010632,8.64e-06,8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
