s,q,pixels,ang_width,num_r,num_theta,y_plus,y_minus,min_source_radius,max_source_radius
0.6,3e-06,5000,0.2,1855676,463919,1.076998673987879,0.9285062499759303,5.273437499999999e-07,5.2734374999999986e-05
0.6,1e-05,5000,0.2,1855788,463947,1.076998673853993,0.9285062502184191,1.7578124999999993e-06,0.00017578124999999994
0.6,3e-05,5000,0.2,1856116,464029,1.0769986726770582,0.9285062523499422,5.2734374999999994e-06,0.0005273437499999999
0.6,0.0001,5000,0.2,1857248,464312,1.0769986592929999,0.9285062765862654,1.7578124999999995e-05,0.0017578124999999996
0.6,0.0003,5000,0.2,1860468,465117,1.076998541722714,0.9285064894022576,5.2734374999999986e-05,0.005273437499999999
0.6,0.001,5000,0.2,1871424,467856,1.076997207906155,0.928508900515113,0.00017578125,0.017578125
0.7,1e-06,5000,0.2,1855664,463916,1.0769986739983852,0.9285062499581632,3.7677816224529017e-07,3.767781622452902e-05
0.7,3e-06,5000,0.2,1855744,463936,1.0769986739764985,0.9285062500078957,1.1303344867358706e-06,0.00011303344867358707
0.7,1e-05,5000,0.2,1856012,464003,1.0769986737275477,0.9285062505735557,3.767781622452903e-06,0.0003767781622452903
0.7,3e-05,5000,0.2,1856780,464195,1.0769986715392132,0.9285062555452318,1.1303344867358705e-05,0.0011303344867358706
0.7,0.0001,5000,0.2,1859448,464862,1.0769986466563655,0.9285063120531191,3.7677816224529024e-05,0.0037677816224529026
0.7,0.0003,5000,0.2,1866924,466731,1.076998428149214,0.9285068076727275,0.00011303344867358705,0.011303344867358706
0.7,0.001,5000,0.2,1891484,472871,1.076995951999169,0.9285124011567338,0.00037677816224529026,0.03767781622452902
0.8,1e-06,5000,0.2,1855764,463941,1.0769986739954875,0.9285062499730965,9.876543209876546e-07,9.876543209876547e-05
0.8,3e-06,5000,0.2,1856040,464010,1.0769986739504178,0.9285062501422837,2.962962962962964e-06,0.0002962962962962964
0.8,1e-05,5000,0.2,1857004,464251,1.076998673437787,0.9285062520662819,9.876543209876545e-06,0.0009876543209876546
0.8,3e-05,5000,0.2,1859736,464934,1.0769986689320088,0.928506268967576,2.962962962962964e-05,0.002962962962962964
0.8,0.0001,5000,0.2,1869076,467269,1.0769986177125825,0.9285064607182585,9.876543209876545e-05,0.009876543209876545
0.8,0.0003,5000,0.2,1893996,473499,1.0769981682990133,0.9285081336891567,0.0002962962962962964,0.029629629629629638
0.8,0.001,5000,0.2,1964868,491217,1.0769930894273307,0.9285266897464056,0.0009876543209876546,0.09876543209876545
0.9,1e-06,5000,0.2,1858772,464693,1.0769986739863266,0.9285062503950318,4.48753462603878e-06,0.00044875346260387803
0.9,3e-06,5000,0.2,1864944,466236,1.0769986738679747,0.928506253933249,1.3462603878116341e-05,0.001346260387811634
0.9,1e-05,5000,0.2,1885452,471363,1.0769986725219391,0.9285062939399715,4.48753462603878e-05,0.00448753462603878
0.9,3e-05,5000,0.2,1935972,483993,1.0769986606942579,0.9285066396379138,0.0001346260387811634,0.01346260387811634
0.9,0.0001,5000,0.2,2053236,513309,1.0769985263711328,0.9285103600499609,0.00044875346260387814,0.04487534626038781
0.9,0.0003,5000,0.2,2195652,548913,1.0769973510379427,0.9284951248300695,0.001346260387811634,0.13462603878116342
0.9,0.001,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,1e-06,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,3e-06,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,1e-05,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,3e-05,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,0.0001,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,0.0003,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1.0,0.001,5000,0.2,2312996,578249,1.076984189510784,0.9283175859091319,0.00448753462603878,0.448753462603878
1/0.9,1e-06,5000,0.2,1856020,464005,1.076998175790927,0.9285057513138766,4.487534626038775e-06,0.00044875346260387755
1/0.9,3e-06,5000,0.2,1856808,464202,1.0769971818691948,0.9285047539746059,1.3462603878116328e-05,0.0013462603878116328
1/0.9,1e-05,5000,0.2,1859536,464884,1.0769937291898173,0.9285012626244771,4.487534626038775e-05,0.004487534626038775
1/0.9,3e-05,5000,0.2,1867196,466799,1.0769840830782518,0.9284912816633415,0.00013462603878116328,0.013462603878116328
1/0.9,0.0001,5000,0.2,1891824,472956,1.0769527073969352,0.928456282287111,0.00044875346260387765,0.04487534626038776
1/0.9,0.0003,5000,0.2,1948904,487226,1.0768716116917476,0.9283557232332913,0.0013462603878116326,0.13462603878116325
1/0.9,0.001,5000,0.2,2018476,504619,1.0766048531889512,0.9279974107231856,0.004487534626038775,0.44875346260387755
1/0.8,1e-06,5000,0.2,1855664,463916,1.0769981753902484,0.9285057513212129,9.876543209876546e-07,9.876543209876547e-05
1/0.8,3e-06,5000,0.2,1855736,463934,1.0769971782685366,0.9285047540406269,2.9629629629629633e-06,0.00029629629629629635
1/0.8,1e-05,5000,0.2,1855984,463996,1.0769936893925316,0.9285012633578462,9.876543209876545e-06,0.0009876543209876546
1/0.8,3e-05,5000,0.2,1856704,464176,1.0769837301661578,0.9284912882586353,2.962962962962964e-05,0.002962962962962964
1/0.8,0.0001,5000,0.2,1859196,464799,1.076948977412967,0.928456355373753,9.876543209876545e-05,0.009876543209876545
1/0.8,0.0003,5000,0.2,1866212,466553,1.0768505709368241,0.9283563760712108,0.0002962962962962964,0.029629629629629638
1/0.8,0.001,5000,0.2,1889516,472379,1.0765161624511501,0.9280044793721938,0.0009876543209876546,0.09876543209876545
1/0.7,1e-06,5000,0.2,1855644,463911,1.0769981753779494,0.9285057513232698,3.7677816224529017e-07,3.767781622452902e-05
1/0.7,3e-06,5000,0.2,1855680,463920,1.0769971781578507,0.9285047540591381,1.1303344867358708e-06,0.00011303344867358708
1/0.7,1e-05,5000,0.2,1855800,463950,1.0769936881630593,0.9285012635635101,3.767781622452903e-06,0.0003767781622452903
1/0.7,3e-05,5000,0.2,1856148,464037,1.0769837191105167,0.9284912901090081,1.1303344867358705e-05,0.0011303344867358706
1/0.7,0.0001,5000,0.2,1857364,464341,1.0769488549445823,0.9284563759097465,3.7677816224529024e-05,0.003767781622452902
1/0.7,0.0003,5000,0.2,1860812,465203,1.0768494781762903,0.9283565602884786,0.00011303344867358705,0.011303344867358706
1/0.7,0.001,5000,0.2,1872584,468146,1.0765043744245364,0.9280065030129058,0.00037677816224529026,0.03767781622452902
1/0.6,1e-06,5000,0.2,1855636,463909,1.0769981753754077,0.9285057513240613,1.7578124999999996e-07,1.7578124999999995e-05
1/0.6,3e-06,5000,0.2,1855656,463914,1.076997178134974,0.9285047540662564,5.273437499999999e-07,5.2734374999999986e-05
1/0.6,1e-05,5000,0.2,1855724,463931,1.076993687908893,0.928501263642585,1.7578125e-06,0.00017578125
1/0.6,3e-05,5000,0.2,1855916,463979,1.0769837168236964,0.9284912908205324,5.2734374999999994e-06,0.0005273437499999999
1/0.6,0.0001,5000,0.2,1856592,464148,1.0769488295619514,0.928456383810423,1.7578125e-05,0.0017578124999999998
1/0.6,0.0003,5000,0.2,1858520,464630,1.0768492504112517,0.9283566312627378,5.2734374999999986e-05,0.005273437499999999
1/0.6,0.001,5000,0.2,1865172,466293,1.076501869770937,0.9280072865344152,0.00017578124999999997,0.017578124999999997
1/0.5,1e-06,5000,0.2,1855632,463908,1.0769981753745679,0.9285057513244198,8.888888888888888e-08,8.888888888888888e-06
1/0.5,3e-06,5000,0.2,1855644,463911,1.0769971781274275,0.9285047540694836,2.6666666666666667e-07,2.6666666666666667e-05
1/0.5,1e-05,5000,0.2,1855684,463921,1.0769936878250637,0.9285012636784437,8.88888888888889e-07,8.888888888888889e-05
1/0.5,3e-05,5000,0.2,1855800,463950,1.0769837160693465,0.9284912911432255,2.666666666666667e-06,0.0002666666666666667
1/0.5,0.0001,5000,0.2,1856208,464052,1.0769488211847864,0.9284563873943825,8.88888888888889e-06,0.0008888888888888889
1/0.5,0.0003,5000,0.2,1857364,464341,1.0768491751321234,0.9283566634794287,2.666666666666666e-05,0.002666666666666666
1/0.5,0.001,5000,0.2,1861384,465346,1.0765010377948816,0.9280076429916133,8.888888888888889e-05,0.008888888888888889
1/0.4,1e-06,5000,0.2,1855632,463908,1.076998175374226,0.9285057513245966,4.5351473922902504e-08,4.53514739229025e-06
1/0.4,3e-06,5000,0.2,1855636,463909,1.076997178124344,0.9285047540710939,1.3605442176870747e-07,1.3605442176870747e-05
1/0.4,1e-05,5000,0.2,1855664,463916,1.0769936877907926,0.9285012636963438,4.535147392290251e-07,4.535147392290251e-05
1/0.4,3e-05,5000,0.2,1855736,463934,1.0769837157609552,0.9284912913043109,1.3605442176870751e-06,0.0001360544217687075
1/0.4,0.0001,5000,0.2,1855988,463997,1.0769488177593705,0.9284563891836752,4.53514739229025e-06,0.000453514739229025
1/0.4,0.0003,5000,0.2,1856708,464177,1.0768491443329045,0.9283566795691779,1.3605442176870747e-05,0.0013605442176870747
1/0.4,0.001,5000,0.2,1859220,464805,1.0765006967253903,0.9280078212281869,4.5351473922902516e-05,0.004535147392290251
1/0.3,1e-06,5000,0.2,1855628,463907,1.0769981753740667,0.928505751324688,2.1736505252988782e-08,2.173650525298878e-06
1/0.3,3e-06,5000,0.2,1855632,463908,1.0769971781229308,0.9285047540719343,6.52095157589663e-08,6.52095157589663e-06
1/0.3,1e-05,5000,0.2,1855648,463912,1.0769936877750934,0.928501263705773,2.1736505252988774e-07,2.1736505252988773e-05
1/0.3,3e-05,5000,0.2,1855696,463924,1.076983715619747,0.9284912913890645,6.52095157589663e-07,6.52095157589663e-05
1/0.3,0.0001,5000,0.2,1855852,463963,1.0769488161907297,0.928456390125184,2.1736505252988765e-06,0.00021736505252988763
1/0.3,0.0003,5000,0.2,1856300,464075,1.0768491302247045,0.9283566880372416,6.5209515758966285e-06,0.0006520951575896629
1/0.3,0.001,5000,0.2,1857868,464467,1.0765005403384584,0.9280079151007656,2.1736505252988773e-05,0.0021736505252988774
1/0.2,1e-06,5000,0.2,1855628,463907,1.0769981753740276,0.9285057513247255,8.680555555555545e-09,8.680555555555545e-07
1/0.2,3e-06,5000,0.2,1855632,463908,1.0769971781222536,0.9285047540723869,2.604166666666668e-08,2.604166666666668e-06
1/0.2,1e-05,5000,0.2,1855640,463910,1.0769936877675854,0.9285012637107156,8.68055555555557e-08,8.68055555555557e-06
1/0.2,3e-05,5000,0.2,1855668,463917,1.0769837155519686,0.9284912914340093,2.6041666666666647e-07,2.6041666666666645e-05
1/0.2,0.0001,5000,0.2,1855760,463940,1.0769488154374787,0.9284563906249537,8.680555555555557e-07,8.680555555555557e-05
1/0.2,0.0003,5000,0.2,1856024,464006,1.076849123448966,0.9283566925328665,2.6041666666666725e-06,0.00026041666666666726
1/0.2,0.001,5000,0.2,1856944,464236,1.076500465189763,0.9280079649592099,8.680555555555567e-06,0.0008680555555555568
